"Microsoft Corporation"
"Date","High","Low","Close","Volume"
"24 Jun 88", 66.250, 65.000, 65.250, 198300
"27 Jun 88", 65.250, 64.000, 64.000, 164100
"28 Jun 88", 66.000, 63.750, 65.750, 223200
"29 Jun 88", 66.500, 65.500, 65.750, 345900
"30 Jun 88", 67.000, 66.000, 67.000, 219100
"01 Jul 88", 68.000, 66.750, 68.000, 298200
"05 Jul 88", 69.750, 67.000, 69.625, 334000
"06 Jul 88", 70.500, 68.500, 68.750, 620600
"07 Jul 88", 69.000, 67.750, 68.750, 475200
"08 Jul 88", 68.750, 67.750, 68.500, 278400
"11 Jul 88", 68.750, 66.750, 66.750, 456700
"12 Jul 88", 67.250, 64.750, 65.625, 630000
"13 Jul 88", 66.750, 65.000, 66.750, 398800
"14 Jul 88", 67.000, 66.000, 67.000, 242000
"15 Jul 88", 67.250, 66.250, 67.000, 219300
"18 Jul 88", 67.750, 67.000, 67.500, 139600
"19 Jul 88", 67.500, 65.750, 66.000, 253200
"20 Jul 88", 66.500, 63.750, 64.000, 771500
"21 Jul 88", 64.000, 60.500, 61.000, 919500
"22 Jul 88", 62.500, 60.500, 61.750, 477900
"25 Jul 88", 62.500, 60.250, 60.500, 366000
"26 Jul 88", 59.000, 56.750, 58.000,1595200
"27 Jul 88", 59.000, 57.500, 57.625, 473200
"28 Jul 88", 58.500, 57.000, 58.250, 402400
"29 Jul 88", 60.000, 58.250, 59.500, 412400
"01 Aug 88", 60.000, 58.500, 58.500, 359900
"02 Aug 88", 58.750, 56.750, 57.500, 454700
"02 Aug 88", 58.750, 56.750, 57.500, 454700
"03 Aug 88", 57.500, 55.500, 56.250, 638800
"04 Aug 88", 56.500, 55.500, 55.500, 371500
"05 Aug 88", 55.500, 51.750, 53.500,1410100
"08 Aug 88", 53.750, 52.750, 53.250,1030900
"09 Aug 88", 53.250, 51.000, 51.750, 964100
"10 Aug 88", 51.750, 50.000, 50.500, 783400
"11 Aug 88", 52.000, 50.000, 51.750, 853400
"12 Aug 88", 52.250, 51.500, 52.000, 404600
"15 Aug 88", 52.250, 50.000, 50.750, 238400
"16 Aug 88", 52.750, 50.250, 52.500, 631100
"17 Aug 88", 53.875, 51.375, 52.500, 410500
"18 Aug 88", 53.250, 51.750, 52.750, 222400
"19 Aug 88", 53.000, 50.250, 50.500, 467900
"19 Aug 88", 53.000, 50.250, 50.500, 467900
"22 Aug 88", 50.500, 47.750, 48.000, 765100
"23 Aug 88", 49.750, 47.750, 49.375, 613300
"24 Aug 88", 51.625, 49.250, 51.500, 712400
"25 Aug 88", 51.500, 50.000, 50.750, 504400
"26 Aug 88", 51.750, 50.750, 51.375, 169800
"29 Aug 88", 52.500, 51.750, 52.125, 243300
"30 Aug 88", 52.250, 51.000, 51.125, 145600
"31 Aug 88", 51.750, 49.250, 50.000, 499200
"01 Sep 88", 49.750, 48.000, 48.875, 572100
"02 Sep 88", 51.750, 49.500, 51.500, 800900
"06 Sep 88", 52.500, 51.250, 52.000, 470500
"07 Sep 88", 52.750, 50.750, 51.750, 500800
"08 Sep 88", 53.250, 51.250, 52.000, 480700
"09 Sep 88", 54.750, 51.500, 54.000, 771700
"12 Sep 88", 55.000, 53.500, 53.750, 300400
"13 Sep 88", 54.250, 52.750, 54.000, 282000
"14 Sep 88", 55.250, 53.750, 54.000, 550100
"15 Sep 88", 54.250, 52.000, 52.250, 506400
"16 Sep 88", 52.500, 51.750, 52.000, 338200
"19 Sep 88", 52.500, 51.000, 51.750, 310000
"20 Sep 88", 53.250, 51.750, 53.250, 372400
"21 Sep 88", 54.000, 53.500, 53.750, 111500
"22 Sep 88", 55.000, 53.750, 54.500, 418000
"23 Sep 88", 54.500, 53.750, 53.750, 243700
"26 Sep 88", 54.000, 51.750, 52.375, 348700
"27 Sep 88", 52.500, 51.500, 52.000, 245600
"28 Sep 88", 53.000, 51.750, 53.000, 177200
"29 Sep 88", 53.500, 52.500, 53.000, 392100
"30 Sep 88", 53.000, 51.750, 52.250, 258700
"03 Oct 88", 51.750, 50.500, 51.375, 285400
"04 Oct 88", 52.000, 50.875, 51.125, 203200
"05 Oct 88", 51.250, 50.000, 50.250, 465900
"06 Oct 88", 50.750, 50.000, 50.000, 233400
"07 Oct 88", 50.250, 47.875, 49.750,1444900
"10 Oct 88", 50.000, 47.750, 49.250, 738600
"11 Oct 88", 50.500, 49.000, 49.750, 458000
"12 Oct 88", 51.750, 49.000, 50.625, 955100
"13 Oct 88", 52.250, 50.250, 51.500, 572700
"14 Oct 88", 52.250, 51.000, 51.250, 394200
"17 Oct 88", 52.500, 51.250, 52.000, 178300
"18 Oct 88", 52.750, 51.250, 52.500, 258500
"19 Oct 88", 53.750, 52.250, 53.250, 559800
"20 Oct 88", 54.000, 52.750, 53.500, 509000
"21 Oct 88", 53.500, 52.500, 53.000, 168500
"24 Oct 88", 53.250, 51.875, 52.000, 198800
"25 Oct 88", 52.250, 50.000, 50.500, 517700
"26 Oct 88", 50.500, 48.500, 49.750,1093200
"27 Oct 88", 49.500, 47.750, 49.500, 572200
"28 Oct 88", 49.750, 48.500, 49.500, 323200
"31 Oct 88", 49.250, 48.500, 49.000, 286700
"01 Nov 88", 49.750, 48.750, 48.750, 370000
"02 Nov 88", 48.750, 46.750, 47.250,1540800
"03 Nov 88", 47.750, 46.125, 47.250, 822800
"04 Nov 88", 47.750, 46.500, 46.500, 740300
"07 Nov 88", 47.000, 46.000, 46.750, 382400
"08 Nov 88", 49.000, 47.000, 48.625, 393100
"09 Nov 88", 50.000, 47.750, 49.750, 866200
"10 Nov 88", 50.500, 49.000, 49.000, 547200
"11 Nov 88", 49.000, 47.500, 47.625, 381500
"14 Nov 88", 48.750, 47.500, 48.500, 238400
"15 Nov 88", 48.500, 46.500, 47.000, 652100
"16 Nov 88", 47.250, 45.500, 46.250,1382000
"17 Nov 88", 46.750, 45.750, 46.000, 457400
"18 Nov 88", 46.750, 45.750, 46.625, 239100
"21 Nov 88", 46.250, 45.250, 46.000, 327100
"22 Nov 88", 46.500, 45.500, 46.000, 210500
"23 Nov 88", 47.000, 46.000, 46.875, 392700
"25 Nov 88", 46.500, 45.750, 46.375, 796000
"28 Nov 88", 47.500, 46.250, 47.000, 407900
"29 Nov 88", 47.500, 46.750, 47.500, 151900
"30 Nov 88", 47.750, 47.250, 47.250, 243600
"01 Dec 88", 49.500, 47.000, 49.000, 570500
"02 Dec 88", 50.250, 48.500, 49.750, 635400
"05 Dec 88", 50.500, 48.750, 49.500, 487100
"06 Dec 88", 49.750, 49.000, 49.750, 308100
"07 Dec 88", 50.000, 49.125, 49.250, 214500
"08 Dec 88", 49.500, 47.375, 47.375, 279000
"09 Dec 88", 49.250, 48.500, 49.000, 154900
"12 Dec 88", 49.000, 47.375, 47.375, 270100
"13 Dec 88", 47.750, 47.250, 47.750, 272000
"14 Dec 88", 48.750, 47.500, 48.375, 194500
"15 Dec 88", 49.250, 48.500, 49.000, 161100
"16 Dec 88", 50.250, 48.750, 49.750, 359700
"19 Dec 88", 51.500, 50.500, 50.750, 579200
"20 Dec 88", 52.500, 51.000, 51.250, 640200
"21 Dec 88", 52.500, 51.250, 52.250, 322500
"22 Dec 88", 53.000, 51.750, 52.000, 518000
"23 Dec 88", 52.000, 51.750, 52.000, 118900
"27 Dec 88", 52.500, 51.750, 51.750, 213700
"28 Dec 88", 52.250, 51.750, 52.250, 150000
"29 Dec 88", 53.500, 52.000, 53.250, 270000
"30 Dec 88", 54.250, 53.250, 53.250, 440000
"03 Jan 89", 53.750, 52.750, 53.625, 410000
"04 Jan 89", 54.875, 53.500, 54.250, 370000
"05 Jan 89", 54.750, 53.250, 53.375, 330000
"06 Jan 89", 53.750, 53.000, 53.000, 410100
"09 Jan 89", 53.250, 52.125, 52.750, 320000
"10 Jan 89", 52.500, 51.750, 52.000, 380000
"11 Jan 89", 52.500, 51.500, 52.500, 340000
"12 Jan 89", 53.750, 52.250, 52.500, 380000
"13 Jan 89", 53.250, 52.500, 53.000, 250000
"16 Jan 89", 54.125, 52.750, 53.125, 190000
"17 Jan 89", 53.125, 51.250, 51.500, 290000
"18 Jan 89", 51.750, 50.250, 51.500, 430000
"19 Jan 89", 53.750, 52.250, 53.500, 590000
"20 Jan 89", 54.750, 52.250, 54.125, 410000
"23 Jan 89", 54.000, 52.875, 53.000, 360000
"24 Jan 89", 53.500, 52.500, 52.750, 390000
"25 Jan 89", 53.250, 52.500, 53.000, 340000
"26 Jan 89", 54.500, 52.500, 54.250, 605100
"27 Jan 89", 56.500, 53.750, 55.375,1200000
"30 Jan 89", 58.750, 55.250, 58.500, 760000
"31 Jan 89", 60.250, 58.500, 59.625, 870000
"01 Feb 89", 59.750, 59.000, 59.250, 910000
"02 Feb 89", 63.000, 59.250, 60.875,1200000
"03 Feb 89", 62.500, 60.000, 61.000, 630000
"06 Feb 89", 61.000, 59.750, 60.500, 608200
"07 Feb 89", 62.500, 60.500, 62.125, 880000
"08 Feb 89", 64.000, 61.500, 62.500, 930000
"09 Feb 89", 64.750, 61.750, 63.750,1400000
"10 Feb 89", 63.500, 61.625, 61.875, 896600
"13 Feb 89", 62.000, 61.000, 61.250, 653300
"14 Feb 89", 62.250, 60.000, 60.250, 437200
"15 Feb 89", 62.250, 60.250, 62.250, 569000
"16 Feb 89", 63.500, 61.250, 62.750, 430000
"17 Feb 89", 63.250, 62.250, 62.500, 206200
"21 Feb 89", 62.750, 61.500, 61.750, 234400
"22 Feb 89", 61.750, 60.000, 60.000, 660000
"23 Feb 89", 60.750, 59.250, 60.375, 530000
"24 Feb 89", 60.750, 58.750, 58.750, 530000
"27 Feb 89", 60.250, 58.500, 59.750, 480000
"28 Feb 89", 60.250, 59.000, 59.500, 300000
"01 Mar 89", 60.250, 59.250, 59.250, 420000
"02 Mar 89", 61.000, 59.250, 60.750, 640000
"03 Mar 89", 62.000, 60.500, 61.750, 480000
"06 Mar 89", 62.250, 61.000, 62.000, 390000
"07 Mar 89", 60.000, 53.250, 53.500,5500000
"08 Mar 89", 54.500, 52.375, 52.500,1800000
"09 Mar 89", 52.750, 51.500, 51.750, 860000
"10 Mar 89", 52.500, 51.000, 51.750, 460000
"13 Mar 89", 52.750, 51.750, 52.750, 420000
"14 Mar 89", 53.250, 52.250, 52.750, 440000
"15 Mar 89", 52.750, 50.250, 50.250, 730000
"16 Mar 89", 51.500, 50.500, 51.250, 710000
"17 Mar 89", 50.500, 46.000, 46.500,1700000
"20 Mar 89", 46.500, 45.750, 46.500,1700000
"21 Mar 89", 50.000, 46.250, 49.875,1600000
"22 Mar 89", 49.750, 48.500, 49.000,1200000
"23 Mar 89", 50.250, 48.750, 50.250, 610000
"27 Mar 89", 50.625, 49.500, 49.750, 520000
"28 Mar 89", 50.500, 49.250, 49.750, 490000
"29 Mar 89", 49.750, 49.250, 49.500, 210000
"30 Mar 89", 50.000, 49.125, 49.875, 320000
"31 Mar 89", 50.250, 49.500, 49.875, 210000
"03 Apr 89", 50.750, 49.625, 50.250, 240000
"04 Apr 89", 50.250, 49.500, 50.000, 170000
"05 Apr 89", 50.500, 49.750, 50.375, 140000
"06 Apr 89", 51.500, 50.250, 51.250, 360000
"07 Apr 89", 51.750, 51.000, 51.250, 200000
"10 Apr 89", 52.250, 51.250, 51.375, 200000
"11 Apr 89", 52.000, 50.375, 51.375, 200000
"12 Apr 89", 51.750, 47.625, 48.125, 490000
"13 Apr 89", 50.375, 47.500, 48.750, 660000
"14 Apr 89", 51.250, 49.250, 50.750, 430000
"17 Apr 89", 52.750, 50.750, 51.500, 360000
"18 Apr 89", 53.250, 52.000, 53.250, 480000
"19 Apr 89", 55.750, 54.500, 54.875,1200000
"20 Apr 89", 56.500, 54.500, 56.000, 960000
"21 Apr 89", 56.000, 55.000, 55.250, 400000
"24 Apr 89", 55.500, 54.500, 55.125, 200000
"25 Apr 89", 55.750, 54.500, 54.750, 170000
"26 Apr 89", 55.000, 53.625, 54.000, 130000
"27 Apr 89", 54.875, 54.000, 54.750, 240000
"28 Apr 89", 56.250, 53.750, 55.875, 480000
"01 May 89", 56.000, 54.250, 54.625, 230000
"02 May 89", 55.000, 53.500, 54.000, 240000
"03 May 89", 54.750, 54.000, 54.000, 200000
"04 May 89", 54.250, 52.250, 52.500, 260000
"05 May 89", 53.500, 51.750, 52.000, 250000
"08 May 89", 52.250, 51.000, 51.500, 340000
"09 May 89", 53.500, 51.500, 53.000, 380000
"10 May 89", 54.750, 53.250, 54.000, 410000
"11 May 89", 54.250, 53.500, 54.000, 240000
"12 May 89", 55.000, 53.500, 54.250, 490000
"15 May 89", 55.000, 54.000, 54.750, 520000
"16 May 89", 56.500, 54.500, 56.250, 580000
"17 May 89", 58.000, 56.375, 57.375, 620000
"18 May 89", 58.625, 57.250, 58.250, 370000
"19 May 89", 59.500, 58.125, 58.250, 430000
"22 May 89", 59.500, 57.750, 59.250, 510000
"23 May 89", 59.000, 56.250, 56.625, 680000
"24 May 89", 57.500, 55.750, 57.500, 480000
"25 May 89", 58.500, 57.000, 57.500, 240000
"26 May 89", 59.000, 57.750, 58.875, 260000
"30 May 89", 59.625, 58.500, 59.000, 440000
"31 May 89", 61.000, 59.000, 60.500, 560000
"01 Jun 89", 60.750, 59.750, 60.000, 440000
"02 Jun 89", 60.250, 58.250, 58.250, 380000
"05 Jun 89", 58.500, 56.500, 56.750, 430000
"06 Jun 89", 58.625, 56.500, 58.500, 370000
"07 Jun 89", 60.000, 58.750, 59.750, 310000
"08 Jun 89", 60.250, 59.500, 59.750, 200000
"09 Jun 89", 60.125, 59.250, 59.750, 250000
"12 Jun 89", 60.250, 58.625, 59.000, 360000
"13 Jun 89", 58.500, 57.250, 57.250, 280000
"14 Jun 89", 58.000, 56.500, 57.750, 330000
"15 Jun 89", 57.750, 56.250, 56.750, 360000
"16 Jun 89", 57.000, 56.250, 56.750, 333000
"19 Jun 89", 57.000, 55.500, 56.500, 190000
"20 Jun 89", 56.750, 54.500, 54.500, 320000
"21 Jun 89", 56.000, 53.250, 55.000, 560000
"22 Jun 89", 55.500, 55.000, 55.500, 250000
"26 Jun 89", 55.500, 54.250, 54.750, 210000
"27 Jun 89", 55.250, 53.750, 53.875, 250000
"28 Jun 89", 54.000, 52.000, 52.750, 400000
"29 Jun 89", 52.875, 51.250, 52.000, 540000
"30 Jun 89", 53.500, 51.250, 53.000, 470000
"03 Jul 89", 54.250, 53.125, 54.250, 100000
"05 Jul 89", 55.500, 54.000, 55.250, 180000
"06 Jul 89", 56.000, 52.375, 52.750, 660000
"07 Jul 89", 54.250, 52.625, 53.500, 290000
"10 Jul 89", 55.000, 53.500, 54.875, 190000
"11 Jul 89", 55.500, 53.250, 53.500, 300000
"12 Jul 89", 53.500, 52.000, 53.250, 360000
"13 Jul 89", 53.750, 52.500, 53.000, 230000
"14 Jul 89", 53.500, 51.750, 52.750, 300000
"17 Jul 89", 53.500, 52.500, 53.250, 220000
"18 Jul 89", 54.250, 53.250, 53.500, 300000
"19 Jul 89", 54.500, 53.250, 54.125, 210000
"20 Jul 89", 55.250, 53.250, 53.500, 310000
"21 Jul 89", 56.500, 52.750, 55.250, 690000
"24 Jul 89", 55.750, 54.250, 55.250, 270000
"25 Jul 89", 57.000, 51.500, 52.000,2300000
"26 Jul 89", 53.250, 52.000, 52.750, 860000
"27 Jul 89", 54.000, 53.250, 53.750, 320000
"28 Jul 89", 54.500, 53.250, 54.250, 200000
"31 Jul 89", 55.000, 53.750, 54.750, 230000
"01 Aug 89", 55.250, 54.000, 54.250, 430000
"02 Aug 89", 54.750, 54.000, 54.250, 200000
"03 Aug 89", 55.250, 54.250, 55.000, 190000
"04 Aug 89", 57.500, 54.500, 57.000,1200000
"07 Aug 89", 58.000, 57.000, 57.750, 650000
"08 Aug 89", 59.250, 57.500, 59.000, 770000
"09 Aug 89", 60.000, 58.750, 58.750, 790000
"10 Aug 89", 59.000, 58.250, 58.500, 340000
"11 Aug 89", 59.500, 57.750, 57.750, 420000
"14 Aug 89", 57.750, 57.000, 57.000, 480000
"15 Aug 89", 58.000, 56.625, 57.500, 120000
"16 Aug 89", 58.000, 55.500, 55.875, 320000
"17 Aug 89", 56.750, 55.250, 56.500, 280000
"18 Aug 89", 57.750, 56.500, 57.500, 170000
"21 Aug 89", 57.875, 56.000, 56.125, 220000
"22 Aug 89", 58.750, 56.000, 58.375, 450000
"23 Aug 89", 59.625, 58.000, 59.250, 320000
"24 Aug 89", 60.500, 58.250, 59.000, 640000
"25 Aug 89", 59.250, 57.750, 58.875, 590000
"28 Aug 89", 59.500, 58.250, 59.125, 200000
"29 Aug 89", 60.000, 58.250, 58.500, 380000
"30 Aug 89", 59.625, 58.500, 59.250, 280000
"31 Aug 89", 59.750, 58.750, 58.750,  98000
"01 Sep 89", 60.250, 58.750, 59.875, 310000
"05 Sep 89", 61.000, 59.625, 60.000, 650000
"06 Sep 89", 60.000, 58.750, 59.250, 290000
"07 Sep 89", 59.250, 58.000, 58.250, 290000
"08 Sep 89", 59.250, 57.750, 59.000, 270000
"11 Sep 89", 59.500, 58.500, 59.375, 190000
"12 Sep 89", 61.000, 59.250, 60.250, 470000
"13 Sep 89", 63.500, 60.500, 62.250,1300000
"14 Sep 89", 64.500, 62.250, 63.750, 540000
"15 Sep 89", 64.500, 62.500, 62.750, 620000
"18 Sep 89", 63.500, 62.500, 63.500, 270000
"19 Sep 89", 64.000, 62.500, 62.500, 340000
"20 Sep 89", 65.000, 62.250, 65.000, 500000
"21 Sep 89", 66.750, 64.500, 65.500, 620000
"22 Sep 89", 66.000, 64.750, 66.000, 310000
"25 Sep 89", 68.000, 65.500, 67.000, 490000
"26 Sep 89", 67.500, 66.500, 67.250, 280000
"27 Sep 89", 67.375, 65.750, 66.625, 480000
"28 Sep 89", 68.000, 66.500, 68.000, 290000
"29 Sep 89", 69.500, 67.750, 68.500, 450000
"02 Oct 89", 70.000, 68.000, 69.625, 350000
"03 Oct 89", 70.500, 68.875, 69.000, 480000
"04 Oct 89", 75.750, 68.500, 75.500,1800000
"05 Oct 89", 82.250, 75.250, 79.250,2000000
"06 Oct 89", 80.500, 78.250, 79.750, 610000
"09 Oct 89", 82.000, 79.000, 81.750, 410000
"10 Oct 89", 83.000, 80.750, 81.250, 470000
"11 Oct 89", 80.500, 79.000, 80.000, 740000
"12 Oct 89", 80.500, 78.250, 78.500, 410000
"13 Oct 89", 78.000, 73.000, 73.500, 700000
"16 Oct 89", 76.250, 69.000, 75.750,1800000
"17 Oct 89", 81.500, 74.250, 78.625,1200000
"18 Oct 89", 80.750, 78.500, 80.500, 940000
"19 Oct 89", 86.000, 80.500, 84.250,1200000
"20 Oct 89", 85.500, 82.500, 85.250, 650000
"23 Oct 89", 85.750, 82.500, 83.125, 420000
"24 Oct 89", 82.500, 78.750, 80.875,1100000
"25 Oct 89", 82.750, 79.250, 79.750, 500000
"26 Oct 89", 80.250, 77.500, 77.750, 930000
"27 Oct 89", 78.000, 76.250, 77.000, 670000
"30 Oct 89", 79.750, 77.875, 79.625, 320000
"31 Oct 89", 82.000, 80.000, 81.750, 390000
"01 Nov 89", 83.000, 81.750, 82.125, 510000
"02 Nov 89", 80.875, 76.000, 76.250,1600000
"03 Nov 89", 78.750, 76.250, 78.250, 690000
"06 Nov 89", 79.750, 76.500, 77.250, 610000
"07 Nov 89", 82.375, 77.250, 81.000, 910000
"08 Nov 89", 84.500, 82.000, 83.250, 740000
"09 Nov 89", 84.500, 82.500, 83.750, 770000
"10 Nov 89", 85.000, 83.750, 84.500, 410000
"13 Nov 89", 88.250, 83.750, 88.125,1200000
"14 Nov 89", 89.250, 86.000, 86.500, 660000
"15 Nov 89", 89.250, 86.250, 88.500, 660000
"16 Nov 89", 89.250, 86.250, 87.500, 470000
"17 Nov 89", 88.250, 86.750, 86.875, 220000
"20 Nov 89", 86.750, 84.500, 86.500, 400000
"21 Nov 89", 88.500, 86.500, 88.125, 470000
"22 Nov 89", 88.500, 87.500, 88.250, 270000
"24 Nov 89", 89.000, 87.500, 87.625, 120000
"27 Nov 89", 87.750, 85.750, 86.750, 260000
"28 Nov 89", 88.250, 86.250, 87.000, 390000
"29 Nov 89", 88.000, 84.250, 85.500, 590000
"30 Nov 89", 87.250, 83.750, 87.000, 770000
"01 Dec 89", 87.750, 84.875, 85.000, 360000
"04 Dec 89", 87.250, 84.375, 86.250, 280000
"05 Dec 89", 87.250, 86.000, 86.750, 310000
"06 Dec 89", 87.000, 84.500, 85.250, 400000
"07 Dec 89", 86.250, 84.000, 85.500, 280000
"08 Dec 89", 86.000, 83.000, 84.750, 750000
"11 Dec 89", 84.750, 82.000, 83.000, 720000
"12 Dec 89", 83.750, 80.250, 82.500, 650000
"13 Dec 89", 82.000, 79.250, 80.000, 660000
"14 Dec 89", 79.750, 78.000, 78.000, 430000
"15 Dec 89", 78.500, 75.000, 77.000, 740000
"18 Dec 89", 79.000, 77.000, 78.250, 540000
"19 Dec 89", 80.500, 77.750, 80.375, 490000
"20 Dec 89", 83.000, 80.750, 82.750, 770000
"21 Dec 89", 83.500, 81.250, 83.500, 380000
"22 Dec 89", 86.250, 82.750, 85.750, 380000
"26 Dec 89", 86.375, 84.375, 85.500, 160000
"27 Dec 89", 87.000, 85.250, 86.250, 440000
"28 Dec 89", 85.500, 82.500, 85.250, 850000
"29 Dec 89", 88.250, 85.250, 87.000, 540000
"02 Jan 90", 88.750, 86.125, 88.750, 370000
"03 Jan 90", 90.250, 88.500, 89.250, 790000
"04 Jan 90", 92.000, 88.750, 91.875, 870000
"05 Jan 90", 92.000, 89.500, 89.625, 480000
"08 Jan 90", 91.000, 88.500, 91.000, 410000
"09 Jan 90", 92.000, 90.250, 90.750, 480000
"10 Jan 90", 91.250, 88.125, 88.250, 720000
"11 Jan 90", 89.500, 85.000, 86.500, 660000
"12 Jan 90", 87.250, 84.000, 86.125,1000000
"15 Jan 90", 87.000, 85.250, 86.125, 430000
"16 Jan 90", 89.250, 84.500, 88.750, 560000
"17 Jan 90", 90.500, 87.000, 87.500, 660000
"18 Jan 90", 95.000, 89.500, 95.000,2000000
"19 Jan 90", 96.000, 93.500, 94.125, 690000
"22 Jan 90", 94.000, 90.500, 90.750,1200000
"23 Jan 90", 91.250, 89.250, 89.750, 970000
"24 Jan 90", 90.750, 87.125, 90.750,1200000
"25 Jan 90", 92.500, 90.500, 90.750, 780000
"26 Jan 90", 91.250, 90.000, 90.750, 470000
"29 Jan 90", 92.250, 90.250, 91.500, 380000
"30 Jan 90", 92.500, 90.000, 91.250, 510000
"31 Jan 90", 92.500, 91.250, 92.500, 780000
"01 Feb 90", 94.250, 92.500, 93.750, 620000
"02 Feb 90", 95.500, 93.000, 93.750, 490000
"05 Feb 90", 94.250, 93.250, 94.250, 410000
"06 Feb 90", 94.250, 92.250, 94.000, 570000
"07 Feb 90", 94.750, 93.000, 93.250, 930000
"08 Feb 90", 95.000, 93.250, 94.250, 660000
"09 Feb 90", 94.750, 94.000, 94.500, 430000
"12 Feb 90", 95.500, 94.000, 94.750, 390000
"13 Feb 90", 95.250, 94.500, 94.750, 410000
"14 Feb 90", 95.250, 94.500, 95.000, 250000
"15 Feb 90", 98.000, 95.000, 97.000, 620000
"16 Feb 90", 98.750, 97.750, 98.000, 490000
"20 Feb 90",100.500, 97.000,100.250, 920000
"21 Feb 90",100.000, 95.750, 96.125, 720000
"22 Feb 90", 98.250, 96.250, 96.375, 420000
"23 Feb 90", 97.750, 95.500, 97.500, 390000
"26 Feb 90",100.000, 97.250, 99.250, 480000
"27 Feb 90", 99.500, 98.000, 98.000, 430000
"28 Feb 90", 99.750, 98.000, 98.750, 270000
"01 Mar 90",101.750, 98.500,100.000, 530000
"02 Mar 90",104.375,100.125,103.750, 690000
"05 Mar 90",105.750,102.250,105.250, 520000
"06 Mar 90",105.000,102.500,104.500, 480000
"07 Mar 90",105.500,102.750,102.750, 330000
"08 Mar 90",107.750,101.750,106.250, 620000
"09 Mar 90",108.000,105.250,106.500, 530000
"12 Mar 90",108.750,106.000,108.250, 480000
"13 Mar 90",109.000,106.250,106.250, 580000
"14 Mar 90",108.250,106.000,107.250, 850000
"15 Mar 90",111.750,107.750,111.000, 560000
"16 Mar 90",115.250,111.750,114.000, 800000
"19 Mar 90",117.000,113.000,116.500, 560000
"20 Mar 90",116.750,112.500,113.000, 640000
"21 Mar 90",115.500,112.250,113.250, 480000
"22 Mar 90",113.750,110.250,111.250, 640000
"23 Mar 90",113.250,109.000,109.000, 370000
"26 Mar 90",112.500,110.375,111.500, 390000
"27 Mar 90",113.000,110.750,112.500, 360000
"28 Mar 90",112.250,108.500,111.000, 690000
"29 Mar 90",112.750,110.000,110.500, 450000
"30 Mar 90",111.000,109.250,110.750, 250000
"02 Apr 90",112.375,109.250,111.500, 510000
"03 Apr 90",116.250,112.500,116.000, 590000
"04 Apr 90",118.750,115.500,117.000, 550000
"05 Apr 90",117.125,114.500,114.500, 460000
"06 Apr 90",115.250,113.250,114.250, 510000
"09 Apr 90",115.500,113.750,114.500, 220000
"10 Apr 90",118.000,114.500,118.000, 310000
"11 Apr 90",121.000,118.250,121.000, 490000
"12 Apr 90",122.000,120.000,120.750, 340000
"SPLIT",2.0,0.0,0.0,0
"16 Apr 90", 61.750, 60.125, 60.750, 550000
"17 Apr 90", 63.000, 59.750, 62.000, 930000
"18 Apr 90", 61.750, 58.750, 60.625,1400000
"19 Apr 90", 61.250, 59.250, 59.500, 810000
"20 Apr 90", 60.500, 58.750, 59.250, 620000
"23 Apr 90", 59.500, 57.250, 59.000, 900000
"24 Apr 90", 59.750, 56.500, 58.000, 670000
"25 Apr 90", 58.750, 57.000, 58.000, 750000
"26 Apr 90", 58.750, 57.250, 57.375, 640000
"27 Apr 90", 57.250, 55.625, 56.250, 790000
"30 Apr 90", 58.000, 55.750, 58.000, 710000
"01 May 90", 58.750, 56.750, 57.125, 730000
"02 May 90", 58.500, 57.250, 58.250, 460000
"03 May 90", 59.750, 58.250, 59.000, 640000
"04 May 90", 61.750, 59.000, 61.750, 660000
"07 May 90", 66.000, 61.500, 64.000,1300000
"08 May 90", 63.500, 62.250, 62.750, 710000
"09 May 90", 63.250, 62.000, 62.750, 490000
"10 May 90", 65.000, 62.750, 64.500, 680000
"11 May 90", 66.000, 63.250, 65.500, 680000
"14 May 90", 66.500, 65.500, 65.750, 660000
"15 May 90", 65.750, 64.250, 64.750, 750000
"16 May 90", 64.750, 63.500, 64.750, 540000
"17 May 90", 65.250, 64.250, 64.750, 580000
"18 May 90", 69.250, 64.500, 68.250,1400000
"21 May 90", 72.250, 68.750, 70.250,2200000
"22 May 90", 72.250, 69.000, 71.500,2000000
"23 May 90", 76.000, 71.875, 75.875,2000000
"24 May 90", 78.750, 76.000, 76.500,2000000
"25 May 90", 76.250, 74.000, 74.250,1400000
"29 May 90", 75.500, 74.000, 75.250, 850000
"30 May 90", 76.500, 74.750, 75.500, 900000
"31 May 90", 75.500, 72.500, 73.000, 960000
"01 Jun 90", 75.250, 73.000, 75.125,1200000
"04 Jun 90", 77.250, 74.000, 77.000, 820000
"05 Jun 90", 77.500, 72.750, 73.375,1100000
"06 Jun 90", 74.500, 72.500, 73.000,1200000
"07 Jun 90", 73.750, 71.000, 72.000,1200000
"08 Jun 90", 73.750, 71.500, 73.500, 880000
"11 Jun 90", 75.500, 73.000, 74.875, 810000
"12 Jun 90", 76.000, 74.500, 75.875, 650000
"13 Jun 90", 77.750, 75.125, 76.500,1100000
"14 Jun 90", 76.750, 74.250, 75.500, 800000
"15 Jun 90", 77.000, 74.500, 76.000, 720000
"18 Jun 90", 76.250, 74.500, 74.875, 730000
"19 Jun 90", 75.500, 73.750, 75.000, 580000
"20 Jun 90", 77.750, 75.000, 77.625, 550000
